ts,host,soc,os,model,rep,num_thread,num_ctx,num_predict,prompt_tokens,gen_tokens,prompt_sec,gen_sec,ttft_sec,total_sec,prompt_tps,gen_tps,proc_rss_mb,proc_hwm_mb,sys_mem_avail_mb,cpu_temp_c
2025-10-06_21:27:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,512,32,512,32,11.5881,1.2185,12.9329,12.8810,44.18,26.26,183,186,6250,61.8
2025-10-06_21:27:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,512,32,512,32,11.5895,1.2158,12.9382,12.8863,44.18,26.32,183,186,6248,62.8
2025-10-06_21:27:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,512,64,512,64,11.5929,2.4487,14.1725,14.1204,44.16,26.14,182,186,6248,64.2
2025-10-06_21:27:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,512,64,512,64,11.5867,2.4544,14.1761,14.1205,44.19,26.08,184,186,6246,65.7
2025-10-06_21:28:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,512,64,512,64,11.6257,2.4399,14.1941,14.1405,44.04,26.23,185,186,6245,65.7
2025-10-06_21:28:25,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,512,128,512,128,11.5897,4.9162,16.6893,16.6154,44.18,26.04,184,186,6244,65.7
2025-10-06_21:28:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,512,128,512,128,11.6245,4.9320,16.6906,16.6372,44.04,25.95,185,186,6245,67.6
2025-10-06_21:29:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,512,128,512,128,11.5823,4.9187,16.6308,16.5776,44.21,26.02,185,186,6244,67.6
2025-10-06_21:29:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,1024,32,1024,32,25.3013,1.4001,27.7141,27.6421,40.47,22.86,181,186,6239,67.2
2025-10-06_21:30:01,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,1024,32,1024,32,25.3072,1.3973,26.8548,26.7809,40.46,22.90,183,186,6235,68.1
2025-10-06_21:30:30,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,1024,32,1024,32,25.2915,1.3942,26.8335,26.7611,40.49,22.95,184,186,6233,68.6
2025-10-06_21:31:01,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,1024,64,1024,64,25.3475,2.8211,28.3214,28.2484,40.40,22.69,183,186,6230,69.6
2025-10-06_21:31:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,1024,64,1024,64,25.3159,2.8453,28.3103,28.2363,40.45,22.49,185,186,6485,69.1
2025-10-06_21:32:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,1024,64,1024,64,25.2932,2.8067,28.2503,28.1748,40.49,22.80,182,186,7032,70.6
2025-10-06_21:32:35,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,1024,128,1024,128,25.2987,5.6477,31.0967,31.0235,40.48,22.66,183,186,7028,71.1
2025-10-06_21:33:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,1024,128,1024,128,25.2830,5.6342,31.0697,30.9956,40.50,22.72,182,186,7026,70.1
2025-10-06_21:33:41,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,1024,128,1024,128,25.2856,5.6668,31.1031,31.0287,40.50,22.59,182,186,7027,70.6
2025-10-06_21:34:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,2048,32,2048,32,59.0811,1.7803,61.9216,61.8056,34.66,17.97,181,186,7003,69.6
2025-10-06_21:35:49,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,2048,32,2048,32,59.1046,1.7749,61.0774,60.9626,34.65,18.03,182,186,6999,70.6
2025-10-06_21:36:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,2048,32,2048,32,59.0900,1.7742,61.0585,60.9435,34.66,18.04,181,186,6995,70.1
2025-10-06_21:37:57,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,2048,64,2048,64,59.1163,3.5609,62.8737,62.7592,34.64,17.97,184,186,6992,72.0
2025-10-06_21:39:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,2048,64,2048,64,59.0360,3.5670,62.7959,62.6819,34.69,17.94,185,186,6990,71.1
2025-10-06_21:40:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,2048,64,2048,64,59.0864,3.5545,62.8398,62.7233,34.66,18.01,183,186,6988,72.0
2025-10-06_21:41:16,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,2048,128,2048,128,59.0839,7.1300,66.4087,66.2947,34.66,17.95,185,186,6989,70.6
2025-10-06_21:42:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,2048,128,2048,128,59.1257,7.1675,66.4936,66.3762,34.64,17.86,181,186,6991,72.0
2025-10-06_21:43:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,2048,128,2048,128,59.0694,7.1532,66.4206,66.3056,34.67,17.89,183,186,6991,72.5
2025-10-06_21:46:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,4096,32,4096,32,152.9930,2.5299,156.6821,156.4844,26.77,12.65,181,186,6933,72.0
2025-10-06_21:48:50,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,4096,32,4096,32,152.5456,2.5310,155.3619,155.1648,26.85,12.64,181,186,6932,71.1
2025-10-06_21:51:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,4096,32,4096,32,152.6252,2.5329,155.4431,155.2440,26.84,12.63,181,186,6923,72.0
2025-10-06_21:54:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,4096,64,4096,64,152.5530,5.0615,157.8984,157.6981,26.85,12.64,181,186,6920,72.5
2025-10-06_21:56:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,4096,64,4096,64,152.6263,5.0730,157.9886,157.7887,26.84,12.62,180,186,6921,71.5
2025-10-06_21:59:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,4096,64,4096,64,152.4830,5.0664,157.8373,157.6373,26.86,12.63,181,186,6918,73.0
2025-10-06_22:02:14,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,2,4096,128,4096,128,152.6349,10.1150,163.0382,162.8357,26.84,12.65,181,186,6916,74.0
2025-10-06_22:04:59,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,2,4096,128,4096,128,152.8398,10.1373,163.2593,163.0639,26.80,12.63,181,186,6914,73.0
2025-10-06_22:07:44,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,2,4096,128,4096,128,152.6142,10.1373,163.0425,162.8387,26.84,12.63,181,186,6918,73.5
2025-10-06_22:07:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,512,32,512,32,6.1410,1.2097,8.3728,8.3184,83.37,26.45,180,186,7046,76.4
2025-10-06_22:08:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,512,32,512,32,6.0322,1.3718,7.5373,7.4844,84.88,23.33,184,186,7043,78.8
2025-10-06_22:08:14,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,512,32,512,32,6.0599,1.2242,7.4159,7.3618,84.49,26.14,184,186,7045,78.8
2025-10-06_22:08:25,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,512,64,512,64,6.0735,2.4889,8.6934,8.6390,84.30,25.71,184,186,7041,79.3
2025-10-06_22:08:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,512,64,512,64,6.1025,2.4917,8.7262,8.6730,83.90,25.69,180,186,7042,79.8
2025-10-06_22:08:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,512,64,512,64,6.1207,2.9979,9.2572,9.2016,83.65,21.35,184,186,7040,78.8
2025-10-06_22:09:02,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,512,128,512,128,6.1420,5.8601,12.1368,12.0830,83.36,21.84,182,186,7042,80.8
2025-10-06_22:09:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,512,128,512,128,6.1825,5.0735,11.3941,11.3370,82.81,25.23,185,186,7038,79.3
2025-10-06_22:09:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,512,128,512,128,6.2039,5.5193,11.8571,11.8021,82.53,23.19,183,186,7039,80.3
2025-10-06_22:09:48,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,32,1024,32,14.1330,1.4754,16.6267,16.5499,72.45,21.69,185,186,7033,80.3
2025-10-06_22:10:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,32,1024,32,14.2770,1.5361,15.9718,15.8942,71.72,20.83,183,186,7030,81.8
2025-10-06_22:10:24,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,32,1024,32,14.4045,1.4536,16.0136,15.9378,71.09,22.01,181,186,7030,80.8
2025-10-06_22:10:45,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,64,1024,64,14.4325,3.5220,18.1146,18.0373,70.95,18.17,185,186,7026,81.8
2025-10-06_22:11:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,64,1024,64,14.4846,3.0148,17.6581,17.5803,70.70,21.23,182,186,7028,80.3
2025-10-06_22:11:25,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,64,1024,64,14.4718,3.2820,17.9056,17.8303,70.76,19.50,182,186,7025,81.3
2025-10-06_22:11:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,1024,128,1024,128,14.4698,5.9815,20.6057,20.5301,70.77,21.40,182,186,7026,80.3
2025-10-06_22:12:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,1024,128,1024,128,14.5203,6.0858,20.7608,20.6839,70.52,21.03,185,186,7025,79.8
2025-10-06_22:12:34,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,1024,128,1024,128,14.5951,6.3504,21.0958,21.0224,70.16,20.16,182,186,7025,81.8
2025-10-06_22:13:14,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,32,2048,32,34.8084,1.7713,37.6644,37.5408,58.84,18.07,181,186,6998,81.8
2025-10-06_22:13:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,32,2048,32,35.3343,1.7660,37.3058,37.1807,57.96,18.12,181,186,6995,81.8
2025-10-06_22:14:32,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,32,2048,32,35.0149,1.7633,36.9896,36.8571,58.49,18.15,182,186,6992,81.8
2025-10-06_22:15:14,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,64,2048,64,35.3498,3.5887,39.1435,39.0177,57.94,17.83,185,186,6990,81.3
2025-10-06_22:15:55,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,64,2048,64,35.3687,3.5513,39.1166,38.9969,57.90,18.02,186,186,6989,81.3
2025-10-06_22:16:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,64,2048,64,35.1790,3.6524,39.0299,38.9077,58.22,17.52,186,186,6983,81.3
2025-10-06_22:17:21,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,2048,128,2048,128,35.1902,7.0809,42.4682,42.3475,58.20,18.08,186,186,6984,81.8
2025-10-06_22:18:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,2048,128,2048,128,35.7608,7.1163,43.0827,42.9573,57.27,17.99,182,186,6984,80.8
2025-10-06_22:18:51,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,2048,128,2048,128,35.4389,7.2217,42.8636,42.7429,57.79,17.72,186,186,6981,79.8
2025-10-06_22:20:31,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,32,4096,32,93.3278,2.3291,96.8269,96.6225,43.89,13.74,185,186,6930,82.3
2025-10-06_22:22:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,32,4096,32,93.4574,2.3413,96.0967,95.8854,43.83,13.67,183,186,6920,81.3
2025-10-06_22:23:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,32,4096,32,93.3469,2.3400,95.9784,95.7749,43.88,13.68,182,186,6920,81.3
2025-10-06_22:25:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,64,4096,64,94.6161,4.6609,99.5693,99.3639,43.29,13.73,184,186,6937,81.3
2025-10-06_22:27:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,64,4096,64,93.7970,4.6674,98.7629,98.5500,43.67,13.71,186,186,6931,80.8
2025-10-06_22:28:51,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,64,4096,64,93.6033,4.6783,98.5859,98.3692,43.76,13.68,183,186,6926,81.3
2025-10-06_22:30:37,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,1,4,4096,128,4096,128,94.2368,9.3070,103.8358,103.6291,43.46,13.75,186,186,6925,80.8
2025-10-06_22:32:23,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,2,4,4096,128,4096,128,94.1308,9.3319,103.7685,103.5475,43.51,13.72,181,186,6930,81.8
2025-10-06_22:34:09,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-q5,3,4,4096,128,4096,128,94.0269,9.3128,103.6386,103.4235,43.56,13.74,182,186,6925,81.3
2025-10-06_22:34:25,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,32,512,32,9.2269,2.6416,13.0480,12.9954,55.49,12.11,181,186,6629,78.4
2025-10-06_22:34:39,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,32,512,32,9.1380,2.6211,11.8911,11.8385,56.03,12.21,184,186,6635,77.9
2025-10-06_22:34:53,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,32,512,32,9.1391,2.6453,11.9160,11.8630,56.02,12.10,183,186,6637,77.4
2025-10-06_22:35:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,64,512,64,9.1678,5.3582,14.6573,14.6044,55.85,11.94,183,186,6637,75.9
2025-10-06_22:35:26,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,64,512,64,9.1340,5.3657,14.6304,14.5774,56.05,11.93,184,186,6638,75.0
2025-10-06_22:35:43,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,64,512,64,9.1790,5.3452,14.6531,14.6003,55.78,11.97,184,186,6645,75.0
2025-10-06_22:36:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,512,128,512,128,9.1547,10.8008,20.0886,20.0346,55.93,11.85,184,186,6644,75.9
2025-10-06_22:36:28,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,512,128,512,128,9.1307,10.7861,20.0477,19.9934,56.07,11.87,184,186,6645,75.0
2025-10-06_22:36:50,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,512,128,512,128,9.1691,10.7816,20.0843,20.0300,55.84,11.87,184,186,6643,74.5
2025-10-06_22:37:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,32,1024,32,20.4173,2.8116,24.5220,24.4489,50.15,11.38,184,186,6634,75.0
2025-10-06_22:37:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,32,1024,32,20.3622,2.8378,23.3557,23.2797,50.29,11.28,185,186,6632,75.0
2025-10-06_22:38:08,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,32,1024,32,20.4571,2.8102,23.4181,23.3433,50.06,11.39,186,186,6630,75.4
2025-10-06_22:38:36,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,64,1024,64,20.3819,5.7406,26.2761,26.2007,50.24,11.15,185,186,6629,75.0
2025-10-06_22:39:05,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,64,1024,64,20.3675,5.7381,26.2534,26.1802,50.28,11.15,182,186,6630,74.5
2025-10-06_22:39:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,64,1024,64,20.4022,5.7667,26.3202,26.2467,50.19,11.10,185,186,6898,74.0
2025-10-06_22:40:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,1024,128,1024,128,20.3965,11.5030,32.0504,31.9743,50.20,11.13,185,186,6899,73.5
2025-10-06_22:40:42,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,1024,128,1024,128,20.3975,11.5515,32.0999,32.0261,50.20,11.08,182,186,6900,73.5
2025-10-06_22:41:16,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,1024,128,1024,128,20.3760,11.5884,32.1167,32.0406,50.26,11.05,185,186,6896,74.0
2025-10-06_22:42:12,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,32,2048,32,48.8590,3.1829,53.3934,53.2751,41.92,10.05,181,186,6872,73.5
2025-10-06_22:43:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,32,2048,32,48.8761,3.1845,52.2625,52.1427,41.90,10.05,181,186,6870,74.5
2025-10-06_22:44:01,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,32,2048,32,48.9502,3.2154,52.3652,52.2497,41.84,9.95,182,186,6860,74.5
2025-10-06_22:44:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,64,2048,64,48.8384,6.4723,55.5139,55.3903,41.93,9.89,184,186,6864,73.5
2025-10-06_22:45:56,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,64,2048,64,48.9064,6.5075,55.6143,55.4995,41.88,9.83,182,186,6860,73.5
2025-10-06_22:46:54,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,64,2048,64,48.8872,6.4351,55.5197,55.4030,41.89,9.95,182,186,6860,74.0
2025-10-06_22:47:58,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,2048,128,2048,128,48.8426,12.9960,62.0369,61.9215,41.93,9.85,184,186,6861,73.5
2025-10-06_22:49:03,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,2048,128,2048,128,48.8971,13.0718,62.1647,62.0482,41.88,9.79,184,186,6859,73.5
2025-10-06_22:50:07,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,2048,128,2048,128,48.8482,12.9282,61.9699,61.8553,41.93,9.90,185,186,6856,73.5
2025-10-06_22:52:27,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,32,4096,32,132.8950,3.9821,138.3334,138.1282,30.82,8.04,182,186,6808,73.0
2025-10-06_22:54:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,32,4096,32,132.7993,3.9788,137.0600,136.8627,30.84,8.04,182,186,6798,73.5
2025-10-06_22:57:06,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,32,4096,32,132.7442,3.9828,137.0094,136.8116,30.86,8.03,182,186,6789,73.0
2025-10-06_22:59:29,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,64,4096,64,132.6049,7.9260,140.8108,140.6145,30.89,8.07,181,186,6791,73.0
2025-10-06_23:01:52,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,64,4096,64,132.5229,7.9311,140.7334,140.5370,30.91,8.07,183,186,6787,73.0
2025-10-06_23:04:15,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,64,4096,64,132.5970,7.9686,140.8507,140.6492,30.89,8.03,182,186,6786,74.0
2025-10-06_23:06:46,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,2,4096,128,4096,128,131.9808,15.9497,148.2167,148.0172,31.03,8.03,182,186,6789,73.5
2025-10-06_23:09:17,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,2,4096,128,4096,128,132.1369,16.0178,148.4381,148.2376,31.00,7.99,182,186,6787,72.5
2025-10-06_23:11:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,2,4096,128,4096,128,132.1082,16.0450,148.4378,148.2369,31.00,7.98,182,186,6785,73.0
2025-10-06_23:11:59,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,32,512,32,5.3068,3.1506,9.7632,9.7098,96.48,10.16,181,186,6924,76.4
2025-10-06_23:12:10,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,512,32,512,32,5.2488,2.8352,8.2184,8.1641,97.55,11.29,184,186,6919,77.9
2025-10-06_23:12:20,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,512,32,512,32,5.2513,2.8844,8.2636,8.2096,97.50,11.09,182,186,6919,78.4
2025-10-06_23:12:33,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,64,512,64,5.2667,5.6832,11.0791,11.0257,97.21,11.26,185,186,6913,77.9
2025-10-06_23:12:47,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,2,4,512,64,512,64,5.2722,5.8302,11.2317,11.1777,97.11,10.98,182,186,6916,78.4
2025-10-06_23:13:00,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,3,4,512,64,512,64,5.2526,5.6442,11.0276,10.9735,97.48,11.34,185,186,6913,78.4
2025-10-06_23:13:19,raspberrypi,raspberry-pi,Debian GNU/Linux 13 (trixie),nano-125m-f16,1,4,512,128,512,128,5.2861,11.6137,17.0304,16.9757,96.86,11.02,182,186,6915,78.8
